REGION,TECHNOLOGY,RUN,VALUE
E06000004,Electric resistance heater,nz-2045_hp-01,1855.8444593973218
E06000004,Electric resistance heater,nz-2050_hp-00,5380.495604772046
E06000004,Electric resistance heater,nz-2050_hp-01,16434.35774380411
E06000004,Electric storage heater,nz-2040_hp-00,113.61925739760825
E06000004,Electric storage heater,nz-2040_hp-01,118.99241751844248
E06000004,Electric storage heater,nz-2045_hp-00,113.82505200030074
E06000004,Electric storage heater,nz-2045_hp-01,111.63025958404046
E06000004,Electric storage heater,nz-2050_hp-00,118.35085990325364
E06000004,Electric storage heater,nz-2050_hp-01,112.51354897747403
E06000004,Ground-source HP,nz-2040_hp-00,1043.3977825346303
E06000004,Ground-source HP,nz-2040_hp-01,492.9481856931988
E06000004,Ground-source HP,nz-2045_hp-00,1680.2596585596064
E06000004,Ground-source HP,nz-2045_hp-01,1446.9931903502677
E06000004,Ground-source HP,nz-2050_hp-00,3.155576623965274
E06000004,Ground-source HP,nz-2050_hp-01,3.15711491944402
E06000004,H2 boiler,nz-2040_hp-00,37.27411778506178
E06000004,H2 boiler,nz-2040_hp-01,2406.7769373701817
E06000004,H2 boiler,nz-2045_hp-00,36.686554598242395
E06000004,H2 boiler,nz-2045_hp-01,30.846398517263093
E06000004,H2 boiler,nz-2050_hp-00,0.0009002876402017582
E06000004,H2 boiler,nz-2050_hp-01,37.79241219288534
E06000004,Heat interface unit,nz-2040_hp-00,107.38237280777044
E06000004,Heat interface unit,nz-2040_hp-01,273.3826591750858
E06000004,Heat interface unit,nz-2045_hp-00,384.87721562745355
E06000004,Heat interface unit,nz-2045_hp-01,701.7987347022886
E06000004,Heat interface unit,nz-2050_hp-00,1193.970936660507
E06000004,Heat interface unit,nz-2050_hp-01,2753.884124111513
E06000004,Gas boiler,nz-2040_hp-00,18699.258737381806
E06000004,Gas boiler,nz-2040_hp-01,17828.075401875467
E06000004,Gas boiler,nz-2045_hp-00,18309.99314020598
E06000004,Gas boiler,nz-2045_hp-01,19902.635803834826
E06000004,Gas boiler,nz-2050_hp-00,30497.44223192957
E06000004,Gas boiler,nz-2050_hp-01,20393.26191342762
E06000004,Oil boiler,nz-2040_hp-00,159.87575525486662
E06000004,Oil boiler,nz-2040_hp-01,161.35103815067998
E06000004,Oil boiler,nz-2045_hp-00,160.27805285716158
E06000004,Oil boiler,nz-2045_hp-01,160.70298288768976
E06000004,Oil boiler,nz-2050_hp-00,4581.432323991814
E06000004,Oil boiler,nz-2050_hp-01,151.04458202706064
E06000005,AAHP,nz-2040_hp-00,52.0207108283381
E06000005,AAHP,nz-2040_hp-01,57.89111025795695
E06000005,AAHP,nz-2045_hp-00,54.8101548270439
E06000005,AAHP,nz-2045_hp-01,32.592967579259465
E06000005,AAHP,nz-2050_hp-00,2.97832378461053e-06
E06000005,AAHP,nz-2050_hp-01,4.110122232300057e-05
E06000005,Air-source HP,nz-2040_hp-00,6911.098428219567
E06000005,Air-source HP,nz-2040_hp-01,6990.964431766736
E06000005,Air-source HP,nz-2045_hp-00,6919.3238043618
E06000005,Air-source HP,nz-2045_hp-01,6350.62905170725
E06000005,Air-source HP,nz-2050_hp-00,14.090958906547842
E06000005,Air-source HP,nz-2050_hp-01,933.3863364016925
E06000005,AWHP,nz-2040_hp-00,4973.180325754493
E06000005,AWHP,nz-2040_hp-01,4917.82352521936
E06000005,AWHP,nz-2045_hp-00,4728.77026552174
E06000005,AWHP,nz-2045_hp-01,3942.0648265848813
E06000005,AWHP,nz-2050_hp-00,1008.2220003390738
E06000005,AWHP,nz-2050_hp-01,601.5875689665281
E06000005,Building eff. measures (high),nz-2040_hp-00,2.933086283267075e-05
E06000005,Building eff. measures (high),nz-2040_hp-01,1.7099126977807778e-05
E06000005,Building eff. measures (high),nz-2045_hp-00,1.9717788212508776e-05
E06000005,Building eff. measures (high),nz-2045_hp-01,1.402353863073588e-05
