YEAR,TECHNOLOGY,RUN,VALUE
2055,Networks,nz-2045_hp-01,2.356453593603409
2055,Networks,nz-2050_hp-00,5.171391005820625
2055,Networks,nz-2050_hp-01,2.759879617524408
2055,District heat,nz-2040_hp-00,0.02398893573012606
2055,District heat,nz-2040_hp-01,0.2523156384505893
2055,District heat,nz-2045_hp-00,0.8975898978312062
2055,District heat,nz-2045_hp-01,0.8582181999610627
2055,District heat,nz-2050_hp-00,0.8047953723533198
2055,District heat,nz-2050_hp-01,3.499672213999644
2055,Building retrofit,nz-2040_hp-00,0.5510849637753649
2055,Building retrofit,nz-2040_hp-01,0.5478549198871487
2055,Building retrofit,nz-2045_hp-00,0.5381820371273189
2055,Building retrofit,nz-2045_hp-01,0.5529447879311405
2055,Building retrofit,nz-2050_hp-00,0.3730405195170399
2055,Building retrofit,nz-2050_hp-01,0.64033018138435
2055,Building heating,nz-2040_hp-00,13.504449612334708
2055,Building heating,nz-2040_hp-01,12.603972032168413
2055,Building heating,nz-2045_hp-00,12.609193927635237
2055,Building heating,nz-2045_hp-01,12.61958778649986
2055,Building heating,nz-2050_hp-00,6.273729415363683
2055,Building heating,nz-2050_hp-01,7.663302455831671
2055,Wet heating system,nz-2040_hp-00,2.126611469296482
2055,Wet heating system,nz-2040_hp-01,2.1085740322138835
2055,Wet heating system,nz-2045_hp-00,2.183840511004126
2055,Wet heating system,nz-2045_hp-01,2.175101494489043
2055,Wet heating system,nz-2050_hp-00,1.1167993170208692
2055,Wet heating system,nz-2050_hp-01,0.6974813468373992
2055,Others,nz-2040_hp-00,5.357288561258545e-08
2055,Others,nz-2040_hp-01,4.5902370981792986e-08
2055,Others,nz-2045_hp-00,6.840545788253763e-09
2055,Others,nz-2045_hp-01,4.6486354065360845e-08
2055,Others,nz-2050_hp-00,1.4398940417405033e-10
2055,Others,nz-2050_hp-01,3.6551924794396696e-08
