REGION,TECHNOLOGY,RUN,VALUE
E06000001,RWHPSD,nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,4.075626434425964e-05
E06000001,RWHPSD,nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,1.7945397545759457e-06
E06000001,RWHPSD,nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,3.1256763518871576e-06
E06000001,RWHPSD,nz-2045_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,0.0005239678545498613
E06000001,RWHPSD,nz-2045_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,0.0004351142444668545
E06000001,RWHPSD,nz-2045_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,0.000407478829131156
E06000001,RWHPSD,nz-2045_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,8.675399700045445e-06
E06000001,RWHPSD,nz-2045_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,9.865533091043988e-06
E06000001,RWHPSD,nz-2045_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,5.137159822263212e-06
E06000001,RWHPSD,nz-2045_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,5.7724806781251455e-06
E06000001,RWHPSD,nz-2050_hp-00_dh-00_lp-00_h2-01_UK|LA|SO,1.2678917957362712e-05
E06000001,RWHPSD,nz-2050_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,4.8135419012563334e-05
E06000001,RWHPSD,nz-2050_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,2.0104807728895087e-05
E06000001,RWHPSD,nz-2050_hp-00_dh-01_lp-00_h2-01_UK|LA|SO,1.0221611599331285e-06
E06000001,RWHPSD,nz-2050_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,1.0317101600266472e-06
E06000001,RWHPSD,nz-2050_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,1.344384516432757e-06
E06000001,RWHPSD,nz-2050_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,0.00041494721764210273
E06000001,RWHPSD,nz-2050_hp-01_dh-00_lp-00_h2-01_UK|LA|SO,0.0004056962186174826
E06000001,RWHPSD,nz-2050_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,0.00044697611330374933
E06000001,RWHPSD,nz-2050_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,0.00042879739893605793
E06000001,RWHPSD,nz-2050_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,5.428072944745437e-06
E06000001,RWHPSD,nz-2050_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,5.092258658300457e-06
E06000001,RWHPSD,nz-2050_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,1.5972480161639293e-06
E06000001,RWHPSD,nz-2050_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,2.2434148483595562e-06
E06000001,SWHPSD,nz-2045_hp-00_dh-00_lp-00_h2-00_UK|LA|SO,1.5824956536810174e-05
E06000001,SWHPSD,nz-2045_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,5.736579484970327e-06
E06000001,SWHPSD,nz-2045_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,2.6195745882025014e-10
E06000001,SWHPSD,nz-2045_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,8.059766229194138e-07
E06000001,SWHPSD,nz-2045_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,1.6734701590663936e-10
E06000001,SWHPSD,nz-2045_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,6.928915766698403e-11
E06000001,SWHPSD,nz-2045_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,1.5054904009228705e-11
E06000001,SWHPSD,nz-2045_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,1.1699372920833027e-11
E06000001,SWHPSD,nz-2045_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,1.217047803894194e-10
E06000001,SWHPSD,nz-2045_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,2.997955444020743e-11
E06000001,SWHPSD,nz-2045_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,9.880105177134446e-11
E06000001,SWHPSD,nz-2045_hp-01_dh-01_lp-01_h2-01_UK|LA|SO,1.0191572654635835e-10
E06000001,SWHPSD,nz-2050_hp-00_dh-00_lp-00_h2-01_UK|LA|SO,7.868697488790952e-06
E06000001,SWHPSD,nz-2050_hp-00_dh-00_lp-01_h2-00_UK|LA|SO,2.985471156368675e-05
E06000001,SWHPSD,nz-2050_hp-00_dh-00_lp-01_h2-01_UK|LA|SO,8.947462267059628e-08
E06000001,SWHPSD,nz-2050_hp-00_dh-01_lp-00_h2-01_UK|LA|SO,7.400543785315817e-07
E06000001,SWHPSD,nz-2050_hp-00_dh-01_lp-01_h2-00_UK|LA|SO,6.787087566470311e-07
E06000001,SWHPSD,nz-2050_hp-00_dh-01_lp-01_h2-01_UK|LA|SO,2.02779243402624e-07
E06000001,SWHPSD,nz-2050_hp-01_dh-00_lp-00_h2-00_UK|LA|SO,7.79769327551261e-11
E06000001,SWHPSD,nz-2050_hp-01_dh-00_lp-00_h2-01_UK|LA|SO,3.010998381768723e-10
E06000001,SWHPSD,nz-2050_hp-01_dh-00_lp-01_h2-00_UK|LA|SO,2.0391653419765472e-11
E06000001,SWHPSD,nz-2050_hp-01_dh-00_lp-01_h2-01_UK|LA|SO,1.1444072262463615e-11
E06000001,SWHPSD,nz-2050_hp-01_dh-01_lp-00_h2-00_UK|LA|SO,1.649524529817073e-11
E06000001,SWHPSD,nz-2050_hp-01_dh-01_lp-00_h2-01_UK|LA|SO,2.6931878388043023e-11
E06000001,SWHPSD,nz-2050_hp-01_dh-01_lp-01_h2-00_UK|LA|SO,6.015552244674777e-11
